Thai,English
โคคลาน - แก้วเพชรพลอย,Cow Klang - Kaew Phet Ploy
กรือซอ - แว้ง,Kruea Seo -Waeng
ศูนย์ราชการระยอง - นิคมอุตสาหกรรมมาบตาพุด,Rayong Government Center - Map Ta Phut Industrial Estate
ห้วยบง - วังผา,Huai Bong - Wang Pha
แยกทางหลวงหมายเลข 202 (กม.ที่ 14+120) - บ้านหนองบ่อ,Highway intersection number 202 (Km 14+120) - Ban Nong Bo
แยกทางหลวงหมายเลข 33 (กม.ที่ 199+595) - บ้านวังหวาย,Highway 33 (km 199+595) - Ban Wang Wai
แยกทางหลวงหมายเลข 2 (กม.ที่ 74+060) - บ้านโนนแดง,Highway 2 (km 74+060) - Ban Non Daeng
สาย ค3 ถนนผังเมืองรวมเชียงราย,"Line 3, Chiang Rai Mueang Town Planning Road"
ลาดใหญ่ - ช่องสามหมอ,Lat Yai - Channel Sam Doctor
แยกทางหลวงท้องถิ่น อบจ. (กม.ที่ 3+000) - บ้านหนองเสือ,Local Highway Intersection (Km 3+000) - Ban Nong Suea
แยกทางหลวงหมายเลข 3030 (กม.ที่ 9+713) - แยก ทช. สห.5040 (กม.ที่ 0+090),Highway intersection number 3030 (km 9+713) - NCPO Intersection 5040 (km at 0+090)
ศีรษะทอง - วัดปรีดาราม,Golden Silver - Prida Ram Temple
แกใหญ่ - แสลงพันธ์,You Yai - Slangphan
เหล่าอุดม  - ท่าห้วยหลัว,The Udom - Tha Huai Lua
ท่าเรือแกลง - แหลมแม่พิมพ์,Klaeng - Laem Mae Phim Pier
แยกทางหลวงหมายเลข 2307 (กม.ที่ 1+024) - บ้านสามแยกพัฒนา,Highway 2307 (km 1+024) - Ban Sam Yaek Phatthana
แยก ทล.202 (กม.ที่ 26+146) - บ้านกุดชุม,"Intersection, Tor. 202 (Km. 26+146) - Ban Kut Chum"
แยกทางหลวงหมายเลข 32 (กม.ที่ 87+700) - แยก ทล.3283 (กม.ที่ 3+050),Highway intersection number 32 (km 87+700) - TL. 3283 Intersection (Km 3+050)
แยกทางหลวงหมายเลข 305 (กม.ที่ 72+650) - บ้านบางไพล,Highway 305 (Km. 72+650) - Ban Bang Pon
แยกทางหลวงหมายเลข 2340 (กม.ที่ 55+470) - บ้านดงหลุ่ม,Highway 2340 (km 55+470) - Ban Dong Lum
ดอนโก - เมืองเก่า,Don Go - Old Town
แยกทางหลวงหมายเลข 2390 (กม.ที่ 7+775) - บ้านหมูม่น,Highway 2390 (km 7+775) - Ban Pru
อาฮี - ท่าลี่,Ah Hee -Tha Li
แยกทางหลวงหมายเลข 1 (กม.ที่ 116+400) - บ้านธาตุ,Highway 1 (Km. 116+400) - Ban That
แยกทางหลวงหมายเลข 2046 (กม.ที่ 52+000) - บ้านคำนาดี,Highway intersection number 2046 (km 52+000) - Ban Kham Nadi
ทุ่งใหญ่ - บางรูป,Thung Yai - some pictures
แยกทางหลวงหมายเลข 2219 (กม.ที่ 34+650) - บ้านเขากระทิง,Highway intersection number 2219 (km 34+650) - Ban Khao Krating
ผังเมืองรวมเมืองสกลนคร สาย ก 2 (เสรีไทย),"City Planning, Sakon Nakhon City, Sai 2 (Seri Thai)"
แยกทางหลวงหมายเลข 212 (กม.ที่ 96+250) - บ้านนาขาม,Highway 212 (Km 96+250) - Ban Na Kham
แสลงพัน - คลองท่าข้าม,Slang Phan - Khlong Tha Kham
ขุมขี้ยาง - คำชะอี,Rubber - Kham Cha -i
แยกทางหลวงหมายเลข 101 (กม.ที่ 103+090) - นิคมสหกรณ์ศรีสำโรง,Highway intersection number 101 (Km. 103+090) - Srisamrong Cooperative Industrial Estate
แยกทางหลวงหมายเลข 211 (กม.ที่ 101+925) - บ้านเชียงดี (ตอนอุดรธานี),Highway 211 (Km. 101+925) - Ban Chiang Di (Episode Udon Thani)
แยกทางหลวงหมายเลข 117 (กม.ที่ 200+152) - บ้านนาใหม่,Highway 117 (km at 200+152) - Ban Na Mai
แยกทางหลวงหมายเลข 23 (กม.ที่ 52+100) - บ้านโนนทัน,Highway 23 (km 52+100) - Ban Non Tan
แยกทางหลวงหมายเลข 401 (กม.ที่ 89+900) - บ้านชายทะเล,Highway 401 (km 89+900) - Ban Nai Talay
แยกทางหลวงหมายเลข 4 (กม.ที่ 1185+581) - บ้านเขาชัยสน,Highway 4 (Km. 1185+581) - Ban Khao Chai Son
หนองบัวแดง - แหลมทอง,Nong Bua Daeng - Laem Thong
รามอินทรา-วงแหวนรอบนอก,Ram Inthra-Outer Ring Road
ทางต่างระดับห่วยใหญ่ - บ้านอำเภอ,"Different levels, big level - Ban District"
โนนเรียง - หนองแสง,Non Riang - Nong Saeng
ปากแซง - หนามแท่ง,Pak Saeng - Bar
แยกทางหลวงหมายเลข 3017 (กม.ที่ 51+800) - บ้านดงมะเกลือ,Highway 3017 (km 51+800) - Ban Dong Makula
ทุ่งใหญ่ - วัดขนาน,Thung Yai - Pak Temple
เพชรบูรณ์ - ห้วยใหญ่,Phetchabun - Huai Yai
ทางเข้าพนา - ดอนขวัญ,Phana -Don Kwan entrance
แยกทางหลวงหมายเลข 101 (กม.ที่ 50+672) - แยกทางหลวงหมายเลข 1272 (กม.ที่ 18+202),Highway intersection number 101 (km 50+672) - Highway intersection number 1272 (km 18+202)
รัตนบุรี - ห้วยจริง,Rattanaburi - Authentic Huai
แยกทางหลวงหมายเลข 107 (กม.ที่ 74+000) - บ้านสบอ้อ,Highway 107 (km 74+000) - Ban Sop Oh
ยางอุง - นาสาร,Yang Ung -Nasarn
หนองเสือ - ปากคลอง 13,Nong Suea - Pak Khlong 13
ซำหวาย - บุญฑริก,Sam Wai - Boonthiri
เชียงคาน - ปากคาน,Chiang Khan - Pak Khan
แยกทางหลวงหมายเลข 4 (กม.ที่ 1157+700) - บ้านทุ่งนาชี,Highway 4 (Km. 1157+700) - Ban Thung Na Chee
แยกทางหลวงหมายเลข 305 (กม.ที่ 31+550) - บ้านหนองแค (ตอนสระบุรี ช่วง กม.ที่ 22+082 - 30+444),"Highway intersection number 305 (km 31+550) - Ban Nong Khae (Saraburi, Km. 22+082 - 30+444)"
แยกทางหลวงหมายเลข 347 (กม.ที่ 7+047) -บ้านบางพระครู,Highway 347 (km 7+047) -Ban Bang Phra Kru
บ้านโพธิ์ - แปลงยาว,Ban Pho - Plang Yao
แยกทางหลวงหมายเลข 12 (กม.ที่ 523+000) - บ้านท่าเรือ,Highway 12 (km 523+000) - Ban Tha Ruea
แยกทางหลวงหมายเลข 12 (กม.ที่ 33+900) - บ้านเนินสว่าง,Highway 12 (km at 33+900) - Ban Noen Sawang
ทางเดิมเข้าห้วยโจด,The same way to Huai Jo
โสกขุ่น - โกสุมพิสัย,Sok Khun -Kosum Phisai
แยกทางหลวงหมายเลข 1 (กม.ที่ 653+400) - บ้านน้ำหลง,Highway 1 (Km 653+400) - Ban Nam Long
หนองหัดไท - ดอนยาง,Nong Sut Tai - Don Yang
นาไผ่ล้อม - ถ้ำแม่ย่า,Bamboo Lom - Mae Ya Cave
โคกผักหวาน - ท่ายม,Khok Phak Wan -Thai
ทางเข้าแม่สอด,Mae Sot entrance
บ้านหว้า - ปากกราน,Ban Wa -Pakkran
ขนอม - ในเพลา,Khanom - in the shaft
แยกทางหลวงหมายเลข 2 (กม.ที่ 219+500) - บ้านบะใหญ่ (ตอน 0+000 - 50+265),Highway 2 (km at 219+500) - Ban Ba ​​Yai (Episode 0+000 - 50+265)
แยกทางหลวงหมายเลข 1090 (กม.ที่ 31+450) - บ้านเสรีราษฏร์,Highway 1090 (km 31+450) - Ban Serirat
แยกทางหลวงหมายเลข 294 เลี่ยงเมือง (กม.ที่ 1+600) - บ้านหนองสะเต็ง,Highway 294 Inburgic Muang (Km 1+600) - Ban Nong Satang
ทางเข้าเมืองชุมพร,The entrance to Chumphon
ทางเลี่ยงเมืองราชบุรี,Avoiding Ratchaburi
เนินสมอ - สี่แยกสากเหล็ก,Hills - Squeeze intersection
แยกทางหลวงหมายเลข 305 (กม.ที่ 26+350) - เลียบคลอง 11 ฝั่งตะวันตก,"Highway 305 (km 26+350) - Liab Khlong 11, Western side"
เด่นมะขาม - บางเลน,Outstanding Tamarind - Bang Len
แยกทางหลวงหมายเลข 4 (กม.ที่ 887+933) - น้ำตกสระนางมโนราห์,Highway 4 (Km. 887+933) - Sora Nang Manoh Waterfall
แยกทางหลวงหมายเลข 2034 (กม.ที่ 16+300) - บ้านภูล้อม,Highway intersection number 2034 (km 16+300) - Ban Phu Lom
พญาเย็น - นครราชสีมา,Phaya Yen - Nakhon Ratchasima
ทางต่างระดับคีรี - ทางต่างระดับมาบประชัน (รวมทางต่างระดับมาบประชัน - พัทยา),Different levels of Kiri - Different ways to compete (Including the different levels of the Championship - Pattaya)
โคกแสมสาร - สระโบสถ์,Khok Samae San - Church Pool
แยกทางหลวงหมายเลข 315 (กม.9+600) - บ้านเก่า,Highway intersection number 315 (km 9+600) - Old House
แยกทางหลวงหมายเลข 346 (กม.ที่ 51+700) - บ้านแหลมไร่,Highway 346 (km 51+700) - Ban Laem Rai
แยกทางหลวงหมายเลข 201(กม.ที่1+880) - แยกทางหลวงหมายเลข 2051(กม.ที่ 4+500),Highway intersection 201 (km 1+880) - Highway intersection number 2051 (km 4+500)
แยกทางหลวงหมายเลข 4 (กม.ที่ 4+042) - บ้านทุ่งโพธิ์,Highway 4 (km 4+042) - Ban Thung Pho
แยกทางหลวงหมายเลข 21 (กม.ที่ 240+300) - บ้านนางั่ว,Highway 21 (Km. 240+300) - Ban Nang Rak
แยกทางหลวงหมายเลข 3208 (กม.ที่ 19+265) - บ้านรางม่วง,Highway intersection number 3208 (km 19+265) - Ban Rang Muang
บางเก่า - ปะนาเระ,Some old - Panare
แยกทางหลวงชนบท กจ.3003 (กม.ที่ 3+200) - บ้านรางกระต่าย,"Junction of Rural Road, Kor. 3003 (Km 3+200) - Ban Rang Rabbit"
แยกทางหลวงหมายเลข 3169 (กม.ที่ 11+750) -บ้านยายพลอย,Highway intersection number 3169 (km 11+750) -Ban Yai Ploy
แยก ทช. บก.3013 - บ้านนาแวง ต.โป่งเปือย,"NCPO intersection, 3013 - Ban Na Wang, Pong Pu Subdistrict"
แยกทางหลวงหมายเลข 4 (กม.ที่ 97+775) - บ้านไร่ชาวเหนือ,Highway 4 (km 97+775) - Ban Rai Northern people
